Technology (Process),PyPSA technology,Sector,Set,Description,Activity unit,Capacity unit,Type,Primary commodity group,Time slice level,Vintage,Aggregation Level 1,Aggregation Level 2
IMPBIOLOG,Imports,SUP,.IMP.IRE.,Import Wood Logs,PJ,-,IRE,BIOLOG,ANNUAL,"0,00",Imports,Imports
IMPBIORME,Imports,SUP,.IMP.IRE.,Import biodiesel RME,PJ,-,IRE,BIORME,ANNUAL,"0,00",Imports,Imports
IMPCOACOK,Imports,SUP,.IMP.IRE.,Import Coke,PJ,-,IRE,COACOK,ANNUAL,"0,00",Imports,Imports
IMPCOAHAR,Imports,SUP,.IMP.IRE.,Import Hard Coal,PJ,-,IRE,COAHAR,ANNUAL,"0,00",Imports,Imports
IMPCOALIG,Imports,SUP,.IMP.IRE.,Import Lignite,PJ,-,IRE,COALIG,ANNUAL,"0,00",Imports,Imports
IMPELCHIG,Imports,ELC,.IMP.IRE.,Electricity import (ALL),PJ,-,IRE,ELCHIG,DAYNITE,"0,00",Imports,Imports
IMPGASNAT,Imports,SUP,.IMP.IRE.,Import Natural Gas,PJ,-,IRE,GASNAT,ANNUAL,"0,00",Imports,Imports
IMPH2,Imports,IMP,.IMP.IRE.,Import H2,PJ,GW,IRE,SUPIMPH2,DAYNITE,"1,00",Imports,Imports
IMPNUCRSV,Imports,SUP,.IMP.IRE.,Import Uranium,PJ,-,IRE,NUCRSV,ANNUAL,"0,00",Imports,Imports
IMPOILDST,Imports,SUP,.IMP.IRE.,Import Diesel,PJ,-,IRE,OILDST,ANNUAL,"0,00",Imports,Imports
IMPOILGSL,Imports,SUP,.IMP.IRE.,Import Motor Spirit,PJ,-,IRE,OILGSL,ANNUAL,"0,00",Imports,Imports
IMPOILHFO,Imports,SUP,.IMP.IRE.,Import Residual Fuel Oil,PJ,-,IRE,OILHFO,ANNUAL,"0,00",Imports,Imports
IMPOILKER,Imports,SUP,.IMP.IRE.,Import Kerosenes - Jet Fuels,PJ,-,IRE,OILKER,ANNUAL,"0,00",Imports,Imports
IMPOILLPG,Imports,SUP,.IMP.IRE.,Import Liquified Petroleum Gas,PJ,-,IRE,OILLPG,ANNUAL,"0,00",Imports,Imports
IMPOILOTH,Imports,SUP,.IMP.IRE.,Import Other Petroleum Products,PJ,-,IRE,OILOTH,ANNUAL,"0,00",Imports,Imports
INDBGS00,Fuel Tech - BioGas,IND,.PRE.,Fuel Tech - Biogas (IND),PJ,PJA,PRE,INDBGS,ANNUAL,"0,00",Fuel Tech - Biogas,Fuel Tech - Biogas (IND)
INDBIO00,Fuel Tech - Biofuel,IND,.PRE.,Fuel Tech - Biofuel (IND),PJ,PJA,PRE,INDBIO,ANNUAL,"0,00",Fuel Tech - Biofuel,Fuel Tech - Biofuel (IND)
INDCOA00,Fuel Tech - Hard Coal,IND,.PRE.,Fuel Tech - Hard Coal (IND),PJ,PJA,PRE,INDCOA,ANNUAL,"0,00",Fuel Tech - Hard Coal,Fuel Tech - Coke (IND)
INDCOK00,Fuel Tech - Coke,IND,.PRE.,Fuel Tech - Coke (IND),PJ,PJA,PRE,INDCOK,ANNUAL,"0,00",Fuel Tech - Coke,Fuel Tech - Hard Coal (IND)
INDCOL00,Fuel Tech - Lignite,IND,.PRE.,Fuel Tech - Lignite (IND),PJ,PJA,PRE,INDCOL,ANNUAL,"0,00",Fuel Tech - Lignite,Fuel Tech - Lignite (IND)
INDCPS00,Fuel Tech - Wood Chips,IND,.PRE.,Fuel Tech - Wood CHIPS (IND),PJ,PJA,PRE,INDCPS,ANNUAL,"0,00",Fuel Tech - Wood Chips,Fuel Tech - Wood CHIPS (IND)
INDELC00,Fuel Tech - Electricity,IND,.PRE.,Fuel Tech - Electricity (IND),PJ,GW,PRE,INDELC,DAYNITE,"0,00",Fuel Tech - Electricity,Fuel Tech - Electricity (IND)
INDGAS00,Fuel Tech - Natural Gas transport,IND,.PRE.,Fuel Tech - Natural Gas transport (IND),PJ,PJA,PRE,INDGAS,ANNUAL,"0,00",Fuel Tech - Natural Gas transport,Fuel Tech - Natural Gas transport (IND)
INDGASCOG01,Fuel Tech New - Gas and Cog industry,IND,.PRE.,Fuel Tech New - Gas and Cog industry (IND),PJ,PJA,PRE,INDGASCOG,ANNUAL,"1,00",Fuel Tech New - Gas and Cog industry,Fuel Tech New - Gas and Cog industry (IND)
INDGEO00,Geothermal (IND),IND,.PRE.,Geothermal (IND),PJ,PJA,PRE,INDGEO,ANNUAL,"0,00",Geothermal (IND),Geothermal (IND)
INDGH2C01,hydrogen for industry,SUP,.PRE.,Fuel Tech - H2 Delivery from centralized production (COMP+TR+DP - Industrial),PJ,PJ-A,PRE,INDHH2,DAYNITE,,hydrogen for industry,hydrogen for industry
INDGH2C01_i,Imports,SUP,.PRE.,INDGH2C01_i,PJ,PJ-A,PRE,INDHH2,DAYNITE,,Imports,hydrogen imports
INDGMX00,Fuel Tech - Natural Gas and biogas mixed,IND,.PRE.,Fuel Tech - Natural Gas and biogas mixed  (IND),PJ,PJA,PRE,INDGMX,ANNUAL,"0,00",Fuel Tech - Natural Gas and biogas mixed,Fuel Tech - Natural Gas and biogas mixed  (IND)
INDHFO00,Fuel Tech - Heavy Fuel Oil ,IND,.PRE.,Fuel Tech - Heavy Fuel Oil (IND),PJ,PJA,PRE,INDHFO,ANNUAL,"0,00",Fuel Tech - Heavy Fuel Oil ,Fuel Tech - Heavy Fuel Oil (IND)
INDHTH00,Fuel Tech - Heat,IND,.PRE.,industry high temperature heat,PJ,PJA,PRE,INDHET,ANNUAL,"0,00",Fuel Tech - Heat,Fuel Tech - Heat
INDIIS01,Fuel Tech New - IIS GMX - Corex GMX or BFG TGR with CCS or BOF,IND,.PRE.,Fuel Tech New - IIS GMX - Corex GMX or BFG TGR with CCS or BOF (IND),PJ,PJA,PRE,INDIIS,ANNUAL,"1,00",Fuel Tech New - IIS GMX - Corex GMX or BFG TGR with CCS or BOF,Local production
INDLFO00,Fuel Tech - Light Fuel Oil ,IND,.PRE.,Fuel Tech - Light Fuel Oil (IND),PJ,PJA,PRE,INDLFO,ANNUAL,"0,00",Fuel Tech - Light Fuel Oil ,Fuel Tech - Light Fuel Oil (IND)
INDLPG00,Fuel Tech - Liquified Petroleum Gas,IND,.PRE.,Fuel Tech - Liquified Petroleum Gas (IND),PJ,PJA,PRE,INDLPG,ANNUAL,"0,00",Fuel Tech - Liquified Petroleum Gas,Fuel Tech - Liquified Petroleum Gas (IND)
INDPVELC,PV industrial,IND,.ELE.,PV industrial,PJ,GW,ELE,INDPVELC_NRGO,DAYNITE,"0,00",PV industrial,PV industrial
INDSLU00,Fuel Tech - Waste Renewable,IND,.PRE.,Fuel Tech - Waste Renewable (IND),PJ,PJA,PRE,INDSLU,ANNUAL,"0,00",Fuel Tech - Waste Renewable,Fuel Tech - Waste Renewable (IND)
INDSOL00,Fuel Tech - Solar,IND,.PRE.,Fuel Tech - Solar (IND),PJ,PJA,PRE,INDSOL,ANNUAL,"0,00",Fuel Tech - Solar,Fuel Tech - Solar (IND)
INDWOO00,Fuel Tech - Wood material,IND,.PRE.,Fuel Tech - Wood material (IND),MT,MTA,PRE,MBRWOO,ANNUAL,"0,00",Fuel Tech - Wood material,Fuel Tech - Wood material (IND)
INDWST00,Fuel Tech - Waste Non-Renewable,IND,.PRE.,Fuel Tech - Waste Non-Renewable (IND),PJ,PJA,PRE,INDWST,ANNUAL,"0,00",Fuel Tech - Waste Non-Renewable,Fuel Tech - Waste Non-Renewable
INFDEMAND00,Energy demands for industrial processes,IND,.DMD.,INF.Other Non Ferrous Metals.00.,PJ,PJA,DMD,INF,ANNUAL,"0,00",Industry,Industry
INFELEELC00,industrial processes,IND,.PRE.,INF.Other Non Ferrous Metals.Electro-Chemical Processes.ELC.00,PJ,PJA,PRE,INFELE,ANNUAL,"0,00",Industry,Industry
INFELEELC01,industrial processes,IND,.PRE.,INFELEELC01,PJ,PJA,PRE,INFELE,ANNUAL,"0,00",Industry,Industry
INFMCHELC00,industrial processes,IND,.PRE.,INF.Other Non Ferrous Metals.Machine Drive.ELC.00,PJ,PJA,PRE,INFMCH,ANNUAL,"0,00",Industry,Industry
INFMCHELC01,industrial processes,IND,.PRE.,INFMCHELC01,PJ,PJA,PRE,INFMCH,ANNUAL,"1,00",Industry,Industry
INFPRCCOA01,industrial processes,IND,.PRE.,INFPRCCOA01,PJ,GW,PRE,INFPRC,ANNUAL,"1,00",Industry,Industry
INFPRCGMX00,industrial processes,IND,.PRE.,INF.Other Non Ferrous Metals.Process Heat.GAS.00,PJ,PJA,PRE,INFPRC,ANNUAL,"0,00",Industry,Industry
INFSTMCOL01,industrial processes,IND,.PRE.,INFSTMCOL01,PJ,GW,PRE,INFHTH,ANNUAL,"1,00",Industry,Industry
INFSTMGMX00,industrial processes,IND,.PRE.,INF.Other Non Ferrous Metals.Steam.GAS.00,PJ,GW,PRE,INFHTH,ANNUAL,"0,00",Industry,Industry
INFSTMLFO00,industrial processes,IND,.PRE.,INF.Other Non Ferrous Metals.Steam.LFO.00,PJ,GW,PRE,INFHTH,ANNUAL,"0,00",Industry,Industry
INFSTMLPG00,industrial processes,IND,.PRE.,INF.Other Non Ferrous Metals.Steam.LPG.00,PJ,GW,PRE,INFHTH,ANNUAL,"0,00",Industry,Industry
INMDEMAND00,Energy demands for industrial processes,IND,.DMD.,INM.Other Non Metallic Minerals.00.,PJ,PJA,DMD,INM,ANNUAL,"0,00",Industry,Industry
INMELEELC00,industrial processes,IND,.PRE.,INM.Other Non Metallic Minerals.Electro-Chemical Processes.ELC.00,PJ,PJA,PRE,INMELE,ANNUAL,"0,00",Industry,Industry
INMELEELC01,industrial processes,IND,.PRE.,INMELEELC01,PJ,PJA,PRE,INMELE,ANNUAL,"1,00",Industry,Industry
INMMCHELC00,industrial processes,IND,.PRE.,INM.Other Non Metallic Minerals.Machine Drive.ELC.00,PJ,PJA,PRE,INMMCH,ANNUAL,"0,00",Industry,Industry
INMMCHELC01,industrial processes,IND,.PRE.,INMMCHELC01,PJ,PJA,PRE,INMMCH,ANNUAL,"1,00",Industry,Industry
INMPRCCOA01,industrial processes,IND,.PRE.,INMPRCCOA01,PJ,GW,PRE,INMPRC,ANNUAL,"1,00",Industry,Industry
INMPRCCOK01,industrial processes,IND,.PRE.,INMPRCCOK01,PJ,GW,PRE,INMPRC,ANNUAL,"1,00",Industry,Industry
INMPRCGMX00,industrial processes,IND,.PRE.,INM.Other Non Metallic Minerals.Process Heat.GAS.00,PJ,PJA,PRE,INMPRC,ANNUAL,"0,00",Industry,Industry
INMPRCLFO00,industrial processes,IND,.PRE.,INM.Other Non Metallic Minerals.Process Heat.LFO.00,PJ,PJA,PRE,INMPRC,ANNUAL,"0,00",Industry,Industry
INMSTMBGS01,industrial processes,IND,.PRE.,INMSTMBGS01,PJ,GW,PRE,INMHTH,ANNUAL,"1,00",Industry,Industry
INMSTMCOL00,industrial processes,IND,.PRE.,INM.Other Non Metallic Minerals.Steam.COL.00,PJ,GW,PRE,INMHTH,ANNUAL,"0,00",Industry,Industry
INMSTMCOL01,industrial processes,IND,.PRE.,INMSTMCOL01,PJ,GW,PRE,INMHTH,ANNUAL,"1,00",Industry,Industry
INMSTMCPS01,industrial processes,IND,.PRE.,INMSTMCPS01,PJ,GW,PRE,INMHTH,ANNUAL,"1,00",Industry,Industry
INMSTMGMX00,industrial processes,IND,.PRE.,INM.Other Non Metallic Minerals.Steam.GAS.00,PJ,GW,PRE,INMHTH,ANNUAL,"0,00",Industry,Industry
INMSTMHFO00,industrial processes,IND,.PRE.,INM.Other Non Metallic Minerals.Steam.HFO.00,PJ,GW,PRE,INMHTH,ANNUAL,"0,00",Industry,Industry
INMSTMLFO00,industrial processes,IND,.PRE.,INM.Other Non Metallic Minerals.Steam.LFO.00,PJ,GW,PRE,INMHTH,ANNUAL,"0,00",Industry,Industry
INMSTMLPG00,industrial processes,IND,.PRE.,INM.Other Non Metallic Minerals.Steam.LPG.00,PJ,GW,PRE,INMHTH,ANNUAL,"0,00",Industry,Industry
IOFDEMAND00,Energy demands for industrial processes,IND,.DMD.,IOF.Other FOOD.00,PJ,PJA,DMD,IOF,ANNUAL,"0,00",Industry,Industry
IOFELEELC00,industrial processes,IND,.PRE.,IOF.Other Food.Electro Processes.ELC.00,PJ,PJA,PRE,IOFELE,ANNUAL,"0,00",Industry,Industry
IOFELEELC01,industrial processes,IND,.PRE.,IOFELEELC01,PJ,PJA,PRE,IOFELE,ANNUAL,"1,00",Industry,Industry
IOFFROELC00,industrial processes,IND,.PRE.,IOF.cold.ELC.00,PJ,PJA,PRE,IOFFRO,ANNUAL,"0,00",Industry,Industry
IOFFROELC01,industrial processes,IND,.PRE.,IOFFROELC01,PJ,GW,PRE,IOFFRO,ANNUAL,"1,00",Industry,Industry
IOFMCHELC00,industrial processes,IND,.PRE.,IOF.Other Food.Machine Drive.ELC.00,PJ,PJA,PRE,IOFMCH,ANNUAL,"0,00",Industry,Industry
IOFMCHELC01,industrial processes,IND,.PRE.,IOFMCHELC01,PJ,PJA,PRE,IOFMCH,ANNUAL,"1,00",Industry,Industry
IOFOTH-NRG,industrial processes,IND,.PRE.,IOF: Other energy uses,PJ,PJA,PRE,IOFOTH,ANNUAL,"0,00",Industry,Industry
IOFPACELC01,industrial processes,IND,.PRE.,IOFPACELC01,PJ,GW,PRE,IOFHTH,ANNUAL,"1,00",Industry,Industry
IOFPRCBGS00,industrial processes,IND,.PRE.,IOF.Other Food.Process Heat.BGS.00,PJ,PJA,PRE,IOFPRC,ANNUAL,"0,00",Industry,Industry
IOFPRCCPS00,industrial processes,IND,.PRE.,IOF.Other Food.Process Heat.CPS.00,PJ,PJA,PRE,IOFPRC,ANNUAL,"0,00",Industry,Industry
IOFPRCELC01,industrial processes,IND,.PRE.,IOFPRCELC01,PJ,GW,PRE,IOFPRC,ANNUAL,"1,00",Industry,Industry
IOFPRCGAS00,industrial processes,IND,.PRE.,IOF.Other Food.Process Heat.GAS.01,PJ,PJA,PRE,IOFPRC,ANNUAL,"0,00",Industry,Industry
IOFPRCGMX00,industrial processes,IND,.PRE.,IOF.Other Food.Process Heat.GAS.00,PJ,PJA,PRE,IOFPRC,ANNUAL,"0,00",Industry,Industry
IOFPRCGMX01,industrial processes,IND,.PRE.,IOFPRCGMX01,PJ,GW,PRE,IOFPRC,ANNUAL,"1,00",Industry,Industry
IOFPRCHH202,industrial processes,IND,.PRE.,IOFPRCHH202,PJ,GW,PRE,IOFPRC,ANNUAL,"1,00",Industry,Industry
IOFPRCLFO00,industrial processes,IND,.PRE.,IOF.Other Food.Process Heat.LFO.00,PJ,PJA,PRE,IOFPRC,ANNUAL,"0,00",Industry,Industry
IOFSTMBGS00,industrial processes,IND,.PRE.,IOF.Other Food.Steam.BGS.00,PJ,GW,PRE,IOFHTH,ANNUAL,"0,00",Industry,Industry
IOFSTMBGS01,industrial processes,IND,.PRE.,IOFSTMBGS01,PJ,GW,PRE,IOFHTH,ANNUAL,"1,00",Industry,Industry
IOFSTMCPS00,industrial processes,IND,.PRE.,IOF.Other Food.Steam.CPS.00,PJ,GW,PRE,IOFHTH,ANNUAL,"0,00",Industry,Industry
IOFSTMCPS01,industrial processes,IND,.PRE.,IOFSTMCPS01,PJ,GW,PRE,IOFHTH,ANNUAL,"1,00",Industry,Industry
IOFSTMELC01,industrial processes,IND,.PRE.,IOFSTMELC01,PJ,GW,PRE,IOFHTH,ANNUAL,"1,00",Industry,Industry
IOFSTMGAS00,industrial processes,IND,.PRE.,IOF.Other Food.Steam.GAS.01,PJ,GW,PRE,IOFHTH,ANNUAL,"0,00",Industry,Industry
IOFSTMGMX00,industrial processes,IND,.PRE.,IOF.Other Food.Steam.GAS.00,PJ,GW,PRE,IOFHTH,ANNUAL,"0,00",Industry,Industry
IOFSTMHET00,industrial processes,IND,.PRE.,IOF.Other Food.Steam.HTH.00,PJ,GW,PRE,IOFHTH,ANNUAL,"0,00",Industry,Industry
IOFSTMHET01,industrial processes,IND,.PRE.,IOFSTMHET01,PJ,GW,PRE,IOFHTH,ANNUAL,"1,00",Industry,Industry
IOFSTMLFO00,industrial processes,IND,.PRE.,IOF.Other Food.Steam.LFO.00,PJ,GW,PRE,IOFHTH,ANNUAL,"0,00",Industry,Industry
IOFSTMLPG00,industrial processes,IND,.PRE.,IOF.Other Food.Steam.LPG.00,PJ,GW,PRE,IOFHTH,ANNUAL,"0,00",Industry,Industry
IOIDEMAND00,Energy demands for industrial processes,IND,.DMD.,IOI.Other Industries.00.,PJ,PJA,DMD,IOI,ANNUAL,"0,00",Industry,Industry
IOIELEELC00,industrial processes,IND,.PRE.,IOI.Other Industries.Electro-Chemical Processes.ELC.00,PJ,PJA,PRE,IOIELE,ANNUAL,"0,00",Industry,Industry
IOIELEELC01,industrial processes,IND,.PRE.,IOIELEELC01,PJ,PJA,PRE,IOIELE,ANNUAL,"1,00",Industry,Industry
IOIMCHELC00,industrial processes,IND,.PRE.,IOI.Other Industries.Machine Drive.ELC.00,PJ,PJA,PRE,IOIMCH,ANNUAL,"0,00",Industry,Industry
IOIMCHELC01,industrial processes,IND,.PRE.,IOI. Other Industries.Machine Drive.ELC.01,PJ,PJA,PRE,IOIMCH,ANNUAL,"1,00",Industry,Industry
IOIOTH-NRG,industrial processes,IND,.PRE.,IOI: Other energy uses,PJ,PJA,PRE,IOIOTH,ANNUAL,"0,00",Industry,Industry
IOIPACELC01,industrial processes,IND,.PRE.,IOIPACELC01,PJ,GW,PRE,IOIHTH,ANNUAL,"1,00",Industry,Industry
IOIPRCELC01,industrial processes,IND,.PRE.,IOIPRCELC01,PJ,GW,PRE,IOIPRC,ANNUAL,"1,00",Industry,Industry
IOIPRCGAS00,industrial processes,IND,.PRE.,IOI.Other Industries.Process Heat.GAS.01,PJ,PJA,PRE,IOIPRC,ANNUAL,"0,00",Industry,Industry
IOIPRCGMX00,industrial processes,IND,.PRE.,IOI.Other Industries.Process Heat.GAS.00,PJ,PJA,PRE,IOIPRC,ANNUAL,"0,00",Industry,Industry
IOIPRCGMX01,industrial processes,IND,.PRE.,IOIPRCGMX01,PJ,GW,PRE,IOIPRC,ANNUAL,"1,00",Industry,Industry
IOIPRCHH202,industrial processes,IND,.PRE.,IOIPRCHH202,PJ,GW,PRE,IOIPRC,ANNUAL,"1,00",Industry,Industry
IOIPRCLFO00,industrial processes,IND,.PRE.,IOI.Other Industries.Process Heat.LFO.00,PJ,PJA,PRE,IOIPRC,ANNUAL,"0,00",Industry,Industry
IOISTMBGS01,industrial processes,IND,.PRE.,IOISTMBGS01,PJ,GW,PRE,IOIHTH,ANNUAL,"1,00",Industry,Industry
IOISTMCOK00,industrial processes,IND,.PRE.,IOI.Other Industries.Steam.COK.00,PJ,GW,PRE,IOIHTH,ANNUAL,"0,00",Industry,Industry
IOISTMCPS00,industrial processes,IND,.PRE.,IOI.Other Industries.Steam.CPS.00,PJ,GW,PRE,IOIHTH,ANNUAL,"0,00",Industry,Industry
IOISTMCPS01,industrial processes,IND,.PRE.,IOISTMCPS01,PJ,GW,PRE,IOIHTH,ANNUAL,"1,00",Industry,Industry
IOISTMELC01,industrial processes,IND,.PRE.,IOISTMELC01,PJ,GW,PRE,IOIHTH,ANNUAL,"1,00",Industry,Industry
IOISTMGAS00,industrial processes,IND,.PRE.,IOI.Other Industries.Steam.GAS.00,PJ,GW,PRE,IOIHTH,ANNUAL,"0,00",Industry,Industry
IOISTMGMX00,industrial processes,IND,.PRE.,IOI.Other Industries.Steam.GAS.01,PJ,GW,PRE,IOIHTH,ANNUAL,"0,00",Industry,Industry
IOISTMHET01,industrial processes,IND,.PRE.,IOISTMHET01,PJ,GW,PRE,IOIHTH,ANNUAL,"1,00",Industry,Industry
IOISTMHFO00,industrial processes,IND,.PRE.,IOI.Other Industries.Steam.HFO.00,PJ,GW,PRE,IOIHTH,ANNUAL,"0,00",Industry,Industry
IOISTMLFO00,industrial processes,IND,.PRE.,IOI.Other Industries.Steam.LFO.00,PJ,GW,PRE,IOIHTH,ANNUAL,"0,00",Industry,Industry
IOISTMLPG00,industrial processes,IND,.PRE.,IOI.Other Industries.Steam.LPG.00,PJ,GW,PRE,IOIHTH,ANNUAL,"0,00",Industry,Industry
IPOHTHSTMBGS01,industrial processes,IND,.PRE.,IPO.Preparation.of.potatoes.Process Heat.BGS.03,PJ,GW,PRE,IPOHTH,ANNUAL,"1,00",Industry,Industry
IPOHTHSTMCPS01,industrial processes,IND,.PRE.,IPO.Preparation.of.potatoes.Process Heat.CPS.04,PJ,GW,PRE,IPOHTH,ANNUAL,"1,00",Industry,Industry
IPOPREPA00,Energy demands for industrial processes,IND,.DMD.,IPO.Preparation.of.potatoes.00,PJ,PJA,DMD,IPO,ANNUAL,"0,00",Industry,Industry
IPOPREPA03,IND_DMD_MT_MT,IND,.DMD.,IPO.Preparation.of.potatoes.03,MT,MT,DMD,IPO,ANNUAL,"1,00",IND_DMD_MT_MT,IND_DMD_MT_MT
IPOPREPA04,IND_DMD_MT_MT,IND,.DMD.,IPO.Preparation.of.potatoes.04,MT,MT,DMD,IPO,ANNUAL,"1,00",IND_DMD_MT_MT,IND_DMD_MT_MT
IPOSTMGAS00,industrial processes,IND,.PRE.,IPO.Generic Boiler.GAS,PJ,PJA,PRE,IPOHTH,ANNUAL,"0,00",Industry,Industry
IPOSTMOIL00,industrial processes,IND,.PRE.,IPO.Generic Boiler.OIL,PJ,PJA,PRE,IPOHTH,ANNUAL,"0,00",Industry,Industry
IPPHIGQUA00,IND_DMD_MT_MTA,IND,.DMD.,IPP.High Quality Paper Production.00.,MT,MTA,DMD,IPP,ANNUAL,"0,00",IND_DMD_MT_MTA,IND_DMD_MT_MTA
IPPHIGQUA05,IND_DMD_MT_MT,IND,.DMD.,IPP.High Quality Paper Production Adv Drives.05.,MT,MT,DMD,IPP,ANNUAL,"1,00",IND_DMD_MT_MT,IND_DMD_MT_MT
IPPHIGQUA55,IND_DMD_MT_MT,IND,.DMD.,IPP.High Quality Paper Production Adv Drives.05. - electricity,MT,MT,DMD,IPP,ANNUAL,"1,00",IND_DMD_MT_MT,IND_DMD_MT_MT
IPPPACELC01,industrial processes,IND,.PRE.,IPP. Pulp and Paper.Heat.pac.01,PJ,GW,PRE,IPPHTH,ANNUAL,"1,00",Industry,Industry
IPPPRCBIO01,industrial processes,IND,.PRE.,IPP. Pulp and Paper.Process Heat.BIO.01,PJ,GW,PRE,IPPPRC,ANNUAL,"1,00",Industry,Industry
IPPPRCCOA01,industrial processes,IND,.PRE.,IPP. Pulp and Paper.Process Heat.COA.01,PJ,GW,PRE,IPPPRC,ANNUAL,"1,00",Industry,Industry
IPPPRCGAS00,industrial processes,IND,.PRE.,IPP.Generic fuel kiln.GAS,PJ,PJA,PRE,IPPPRC,ANNUAL,"0,00",Industry,Industry
IPPPRCGMX01,industrial processes,IND,.PRE.,IPP. Pulp and Paper.Process Heat.GMX.01,PJ,GW,PRE,IPPPRC,ANNUAL,"1,00",Industry,Industry
IPPPRCHFO00,industrial processes,IND,.PRE.,IPP.Generic fuel kiln.HFO,PJ,PJA,PRE,IPPPRC,ANNUAL,"0,00",Industry,Industry
IPPPRCLFO00,industrial processes,IND,.PRE.,IPP.Generic fuel kiln.LFO,PJ,PJA,PRE,IPPPRC,ANNUAL,"0,00",Industry,Industry
IPPPRCLPG00,industrial processes,IND,.PRE.,IPP.Generic fuel kiln.LPG,PJ,PJA,PRE,IPPPRC,ANNUAL,"0,00",Industry,Industry
IPPPUPCHE00,IND_PRE_MT_MTA,IND,.PRE.,IPP.Chemical Pulp Production.00.,MT,MTA,PRE,MPPPUP,ANNUAL,"0,00",IND_PRE_MT_MTA,IND_PRE_MT_MTA
IPPPUPCHE01,IND_PRE_MT_MT,IND,.PRE.,IPP.Chemical Pulp Production.01,MT,MT,PRE,MPPPUP,ANNUAL,"1,00",IND_PRE_MT_MT,IND_PRE_MT_MT
IPPPUPIMP00,IND_IRE_MT_MTA,IND,.IMP.IRE.,IPP.Pulp Import.00.,MT,MTA,IRE,MPPPUP,ANNUAL,"0,00",IND_IRE_MT_MTA,IND_IRE_MT_MTA
IPPSTMGMX01,industrial processes,IND,.PRE.,IPP. Pulp and Paper.Heat.GMX.01,PJ,GW,PRE,IPPHTH,ANNUAL,"1,00",Industry,Industry
IPPSTMHH201,industrial processes,IND,.PRE.,IPP. Pulp and Paper.Heat.BLQ.01,PJ,GW,PRE,IPPHTH,ANNUAL,"1,00",Industry,Industry
ISGHTHSTMGMX01,industrial processes,IND,.PRE.,ISG.Preparation.of.sugar.Process Heat.GMX.01,PJ,GW,PRE,ISGHTH,ANNUAL,"1,00",Industry,Industry
ISGPREPA00,ISG.Beet.Preparation.00,IND,.PRE.,ISG.Beet.Preparation.00,PJ,PJA,PRE,MISGJU,ANNUAL,"0,00",Industry,Industry
ISGPREPA01,IND_PRE_MT_MT,IND,.PRE.,ISG.Beet.Preparation.sugar.01,MT,MT,PRE,MISGJU,ANNUAL,"1,00",IND_PRE_MT_MT,IND_PRE_MT_MT
ISGPROD00,Energy demands for industrial processes,IND,.DMD.,ISG.Production.00,PJ,PJA,DMD,ISG,ANNUAL,"0,00",Industry,Industry
ISGPROD01,IND_DMD_MT_MT,IND,.DMD.,ISG.Production sugar.01,MT,MT,DMD,ISG,ANNUAL,"1,00",IND_DMD_MT_MT,IND_DMD_MT_MT
ISGSTMGAS00,industrial processes,IND,.PRE.,ISG.Generic Boiler.GAS,PJ,PJA,PRE,ISGHTH,ANNUAL,"0,00",Industry,Industry
ISGSTMOIL00,industrial processes,IND,.PRE.,ISG.Generic Boiler.OIL,PJ,PJA,PRE,ISGHTH,ANNUAL,"0,00",Industry,Industry
ISGSTMSOLID00,industrial processes,IND,.PRE.,ISG.Generic Boiler.Solids.00,PJ,PJA,PRE,ISGHTH,ANNUAL,"0,00",Industry,Industry
MINBIOBOU,SUP_IRE_MT_-,SUP,.MIN.IRE.,Boues production,MT,-,IRE,BIOBOU,ANNUAL,"0,00",SUP_IRE_MT_-,SUP_IRE_MT_-
MINBIOCPS,Local production,SUP,.MIN.IRE.,Wood Chips production,PJ,-,IRE,BIOCPS,ANNUAL,"0,00",Local production,Local production
MINBIOCRP11,Local production,SUP,.MIN.IRE.,Starch crop production 1,PJ,-,IRE,BIOCRP1,ANNUAL,"0,00",Local production,Local production
MINBIOCUL,SUP_IRE_MT_-,SUP,.MIN.IRE.,Culture pour biometh Production,MT,-,IRE,BIOCUL,ANNUAL,"0,00",SUP_IRE_MT_-,SUP_IRE_MT_-
MINBIOEFF,SUP_IRE_MT_-,SUP,.MIN.IRE.,Effluents production,MT,-,IRE,BIOEFF,ANNUAL,"0,00",SUP_IRE_MT_-,SUP_IRE_MT_-
MINBIOGAS,Local production,SUP,.MIN.IRE.,Ressources biogas industriel/biométh déjà en place,PJ,-,IRE,BIOGAS,ANNUAL,"0,00",Local production,Local production
MINBIOGZH,Local production,SUP,.MIN.IRE.,Biogas injected,PJ,-,IRE,BIOGZH,ANNUAL,"0,00",Local production,Local production
MINBIOLOG,Local production,SUP,.MIN.IRE.,Wood Logs production,PJ,-,IRE,BIOLOG,ANNUAL,"0,00",Local production,Local production
MINBIORPS1,Local production,SUP,.MIN.IRE.,Rape seed production 1,PJ,-,IRE,BIORPS,ANNUAL,"0,00",Local production,Local production
MINBIOSLU,Local production,SUP,.MIN.IRE.,Sludge Production,PJ,-,IRE,BIOSLU,ANNUAL,"0,00",Local production,Local production
MINBIOSLUH,SUP_IRE_MT_-,SUP,.MIN.IRE.,Sludge Production (methanation),MT,-,IRE,BIOSLUH,ANNUAL,"0,00",SUP_IRE_MT_-,SUP_IRE_MT_-
